"log.Rented.Bike.Count","Hour","Temperature","Humidity","Wind.speed","Visibility","Solar.Radiation","Rainfall","Snowfall","Seasons","Holiday"
3.93182563272433,5,-6.7,64,1.6,1981,0,0,0,"Winter","No Holiday"
6.26339826259162,0,11.4,22,1.5,2000,0,0,0,"Spring","No Holiday"
7.60738142563979,17,23.6,28,3.1,1844,1.26,0,0,"Spring","No Holiday"
7.33106030521863,16,25.5,44,1.4,2000,1,0,0,"Autumn","No Holiday"
7.34987370473834,20,13.1,63,0.4,2000,0,0,0,"Autumn","No Holiday"
4.70953020131233,11,18.8,95,1.5,597,0.46,0,0,"Autumn","No Holiday"
7.82284529027977,20,25,60,2.4,1773,0.1,0,0,"Summer","No Holiday"
6.79570577517351,22,6.2,72,1.4,848,0,0,0,"Autumn","No Holiday"
7.15148546390474,15,28.3,40,3.2,1619,2.96,0,0,"Summer","No Holiday"
6.88346258641309,14,27.8,76,3.1,1517,1,0,0,"Summer","No Holiday"
5.7268477475872,4,25.1,82,1.5,1336,0,0,0,"Summer","No Holiday"
7.28892769452126,20,12.7,75,2,433,0,0,0,"Autumn","No Holiday"
7.48380668766583,19,19.1,60,3.4,1592,0.1,0,0,"Spring","No Holiday"
7.11639414409346,17,35.6,44,2.4,1860,1.69,0,0,"Summer","No Holiday"
5.24702407216049,6,11.6,46,0.8,2000,0.05,0,0,"Spring","No Holiday"
6.41345895716736,1,16.9,61,1,844,0,0,0,"Spring","No Holiday"
7.83399634170946,20,22.4,62,2.2,1041,0.05,0,0,"Summer","No Holiday"
7.13249755166004,12,25.2,53,3.3,976,3.38,0,0,"Summer","No Holiday"
6.53378883793334,13,33.8,47,1.7,1887,1.57,0,0,"Summer","No Holiday"
5.23644196282995,4,6.9,70,1.5,1314,0,0,0,"Autumn","No Holiday"
5.76519110278484,2,2.1,28,0.4,1981,0,0,0,"Autumn","No Holiday"
4.27666611901606,4,18,93,1.6,627,0,10.5,0,"Summer","No Holiday"
2.30258509299405,11,8.9,91,2.2,437,0.29,1.5,0,"Spring","No Holiday"
7.64683139143048,18,9.4,48,2,2000,0.03,0,0,"Autumn","No Holiday"
5.71042701737487,2,16.1,57,0.7,2000,0,0,0,"Autumn","Holiday"
7.34148385236316,17,25.6,30,2.3,671,1.47,0,0,"Spring","No Holiday"
7.38274644973891,19,16.6,36,1.4,2000,0,0,0,"Autumn","No Holiday"
6.55819780281227,1,18.3,83,1.1,451,0,0,0,"Spring","Holiday"
3.61091791264422,6,14.4,71,1.3,560,0,0.4,0,"Spring","No Holiday"
6.04973345523196,8,4.5,49,0.4,580,0.19,0,0,"Spring","No Holiday"
7.43661726523423,22,30.3,60,1.8,2000,0,0,0,"Summer","No Holiday"
7.5522372875608,20,20.4,45,2,1457,0.06,0,0,"Spring","No Holiday"
7.27655640271871,23,25,44,2.2,2000,0,0,0,"Summer","No Holiday"
7.02019070831193,9,12.8,74,0.5,831,0.31,0,0,"Autumn","No Holiday"
6.96885037834195,15,15.9,30,0.7,1823,1.34,0,0,"Autumn","No Holiday"
4.12713438504509,15,13.1,54,4.1,1264,1.98,0,0,"Spring","No Holiday"
6.93244789157251,22,12.2,57,0,1544,0,0,0,"Autumn","No Holiday"
5.97888576490112,19,2.7,68,1.2,348,0,0,0,"Winter","No Holiday"
5.35185813347607,4,24.6,84,0.7,1373,0,0,0,"Summer","No Holiday"
6.63068338564237,13,9.8,70,1.7,360,0.33,0,0,"Autumn","No Holiday"
6.51471269087253,1,31.7,68,0.3,1103,0,0,0,"Summer","No Holiday"
6.75693238924755,13,20.3,27,1.4,1464,2.87,0,0,"Spring","No Holiday"
5.55295958492162,1,-0.9,64,0.4,1273,0,0,0,"Winter","No Holiday"
7.11232744471091,20,17.6,57,1.4,2000,0,0,0,"Autumn","Holiday"
5.89715386763674,20,-1.9,26,2.2,2000,0,0,0,"Winter","No Holiday"
7.13009851012558,14,25,54,2.2,1146,1.86,0,0,"Summer","No Holiday"
6.54391184556479,1,30.2,57,0.7,2000,0,0,0,"Summer","No Holiday"
7.84658997529119,19,25,52,2.2,2000,0.37,0,0,"Summer","No Holiday"
7.81439963380449,20,22.6,71,1.8,856,0.11,0,0,"Summer","No Holiday"
5.78382518232974,0,20.5,85,1,2000,0,0,0,"Summer","No Holiday"
6.21260609575152,11,31.2,63,2.6,1695,1.99,0,0,"Summer","No Holiday"
4.89034912822175,0,-7.9,37,2.2,2000,0,0,0,"Winter","No Holiday"
6.35957386867238,6,30.4,54,1.3,2000,0.01,0,0,"Summer","No Holiday"
5.54126354515843,6,15.8,69,0.9,2000,0,0,0,"Autumn","No Holiday"
6.90575327631146,10,23.7,59,1.7,2000,0.89,0,0,"Summer","No Holiday"
7.58680353516258,19,32.7,56,2.2,2000,0.33,0,0,"Summer","No Holiday"
5.7037824746562,15,3.1,25,3.9,2000,0.9,0,0,"Winter","Holiday"
6.1527326947041,17,7.9,68,4.2,352,0.27,0,0,"Winter","No Holiday"
7.54062152865715,17,18.8,24,2.1,2000,0.63,0,0,"Autumn","No Holiday"
7.35691824235602,20,19.4,67,0.8,2000,0,0,0,"Autumn","No Holiday"
6.48463523563525,6,20.3,71,1.6,2000,0,0,0,"Autumn","No Holiday"
6.05208916892442,2,10.9,56,1.2,1460,0,0,0,"Spring","No Holiday"
6.81014245011514,12,10,39,2,2000,2.2,0,0,"Autumn","No Holiday"
4.95582705760126,11,0.8,62,2.8,801,0.88,0,1.1,"Winter","Holiday"
6.27664348934164,0,16.8,69,0.8,1395,0,0,0,"Spring","No Holiday"
4.66343909411207,5,12.7,83,0.8,392,0,0,0,"Spring","No Holiday"
8.07930819205196,18,27.1,40,2.8,1811,1,0,0,"Summer","No Holiday"
5.90263333340137,15,4.2,15,2.7,1995,2.21,0,0,"Winter","No Holiday"
7.60489448081162,17,31.5,42,2.3,990,1.36,0,0,"Summer","No Holiday"
4.46590811865458,10,18.4,91,1.2,394,0.25,0.5,0,"Autumn","No Holiday"
7.04053639021596,7,5.3,73,0.7,2000,0.01,0,0,"Autumn","No Holiday"
6.84906628263346,13,32.4,33,2.7,1893,3.1,0,0,"Summer","No Holiday"
6.99117688712121,13,17.6,49,4.7,2000,1.89,0,0,"Autumn","No Holiday"
7.09672137849476,20,29.4,86,1.1,1194,0.03,4,0,"Summer","No Holiday"
6.50428817353665,12,34.5,44,2.2,2000,3.19,0,0,"Summer","No Holiday"
4.77912349311153,10,-13,37,2.2,1960,0.59,0,0,"Winter","No Holiday"
7.38709023565676,19,24.7,83,0.4,2000,0.1,0,0,"Summer","No Holiday"
5.25227342804663,2,2.2,49,1.9,2000,0,0,0,"Spring","No Holiday"
7.63336964967958,21,23.5,44,1.6,2000,0,0,0,"Summer","No Holiday"
6.75925527066369,10,24,47,1.6,1996,2.08,0,0,"Autumn","No Holiday"
7.11720550316434,17,8.7,48,1.7,965,0.25,0,0,"Autumn","No Holiday"
5.27811465923052,16,-5.4,30,3.9,2000,0.69,0,0.2,"Winter","No Holiday"
7.37525577800975,17,16.9,33,2.2,1972,0.43,0,0,"Autumn","No Holiday"
4.97673374242057,0,-2.8,77,0,331,0,0.1,0.1,"Winter","No Holiday"
5.8664680569333,9,1.2,67,0.2,591,0.06,0,0,"Winter","No Holiday"
5.62040086571715,19,-4.5,51,2,2000,0,0,2,"Winter","No Holiday"
6.54965074223381,0,6.7,55,1.5,2000,0,0,0,"Autumn","No Holiday"
3.17805383034795,13,20.5,97,1.2,338,0.11,14.5,0,"Summer","No Holiday"
6.94022246911964,7,16.8,73,1,1366,0.01,0,0,"Spring","No Holiday"
5.60947179518496,7,-3.6,42,0.9,1258,0,0,0,"Winter","No Holiday"
7.82963038915019,19,27.4,29,2.4,2000,0.5,0,0,"Summer","No Holiday"
5.14166355650266,2,4.7,78,1.5,466,0,0,0,"Spring","No Holiday"
5.83773044716594,15,7.3,38,0.8,2000,0.38,0,0,"Spring","No Holiday"
5.79301360838414,6,1.1,39,1.3,1857,0,0,0,"Autumn","No Holiday"
7.10987946307227,17,35.4,44,0.8,2000,1.1,0,0,"Summer","No Holiday"
5.13579843705026,22,-3.2,81,3.9,492,0,0,1,"Winter","No Holiday"
3.09104245335832,21,23.7,98,0.6,410,0,5.5,0,"Summer","No Holiday"
6.50428817353665,7,7.2,56,0.5,545,0,0,0,"Spring","No Holiday"
6.48616078894409,6,17,63,1.3,2000,0,0,0,"Autumn","No Holiday"
7.62413058566129,17,27.2,42,2.9,1828,1.79,0,0,"Spring","No Holiday"
2.83321334405622,9,7.5,94,1.5,506,0.15,1.5,0,"Spring","No Holiday"
6.77650699237218,16,36.6,39,0.7,2000,0.44,0,0,"Summer","Holiday"
6.58340922215876,6,22.4,65,1.6,2000,0.01,0,0,"Summer","No Holiday"
6.36818718635049,10,4.8,40,1.1,1676,0.59,0,0,"Autumn","No Holiday"
4.70048036579242,2,-5.5,43,2,2000,0,0,0,"Winter","No Holiday"
6.94505106372583,15,14.2,24,1.8,1743,2.6,0,0,"Spring","No Holiday"
4.85981240436167,2,1.2,64,0.9,1680,0,0,0,"Winter","No Holiday"
6.95177216439891,12,21.7,36,2,2000,2.78,0,0,"Autumn","Holiday"
7.54908271081229,8,2.8,74,0.9,1366,0.13,0,0,"Autumn","No Holiday"
3.98898404656427,3,-11.6,50,2.2,1995,0,0,0,"Winter","No Holiday"
7.10906213568717,23,20.8,51,1.7,2000,0,0,0,"Autumn","No Holiday"
7.48493028328966,21,20.1,54,1.2,2000,0,0,0,"Autumn","No Holiday"
5.23110861685459,23,-0.6,39,1.3,1731,0,0,0,"Winter","No Holiday"
6.383506634884,13,23.4,83,1.7,1944,1.5,0,0,"Spring","No Holiday"
7.59034694560257,18,30.1,37,2.1,2000,0.88,0,0,"Summer","No Holiday"
4.62497281328427,9,-6.3,76,0.6,330,0.05,0.2,0.4,"Winter","No Holiday"
5.98141421125448,21,1,34,1.4,1880,0,0,0,"Spring","No Holiday"
6.72262979485545,0,17.6,57,1.8,943,0,0,0,"Spring","No Holiday"
6.72383244082121,23,10.6,62,2.1,1694,0,0,0,"Spring","No Holiday"
5.4971682252932,7,-8.7,64,0.5,1972,0,0,1.6,"Winter","No Holiday"
5.86078622346587,12,2.2,17,2,1824,1.99,0,0,"Winter","No Holiday"
5.18178355029209,6,6.1,96,2.1,798,0,0,0,"Spring","No Holiday"
5.94803498918065,9,-1.9,51,0.9,1654,0.58,0,0,"Winter","No Holiday"
3.13549421592915,1,7,88,2.5,2000,0,0,0,"Spring","No Holiday"
7.99463231143183,18,32.2,57,1.8,1880,1.53,0,0,"Summer","No Holiday"
5.21493575760899,8,3.6,88,2.3,2000,0.03,0,0,"Spring","No Holiday"
6.6631326959908,1,26.7,50,1.8,884,0,0,0,"Summer","No Holiday"
6.62007320653036,23,15.7,51,0.4,2000,0,0,0,"Autumn","Holiday"
5.08759633523238,18,-6.6,31,3,1988,0.06,0,0,"Winter","No Holiday"
7.24136628332232,14,29.8,23,3.6,1945,3.32,0,0,"Summer","No Holiday"
5.88332238848828,10,8.4,65,1.8,229,1.67,0,0,"Spring","No Holiday"
6.69826805411541,0,10.4,59,0,971,0,0,0,"Autumn","No Holiday"
4.12713438504509,3,24.8,87,2.2,1286,0,1,0,"Summer","No Holiday"
7.3356339819272,17,20.1,27,1.9,1088,1.38,0,0,"Spring","No Holiday"
6.41017488196617,8,18.3,51,2,1366,0.7,0,0,"Spring","No Holiday"
7.09837563859079,13,26.2,53,2.1,2000,2.23,0,0,"Summer","No Holiday"
6.84268328223842,7,30.8,58,1.6,1777,0.22,0,0,"Summer","No Holiday"
7.05272104923232,10,25.8,49,1.3,1442,2.42,0,0,"Summer","No Holiday"
6.00388706710654,12,2.4,52,0.9,1224,1.08,0,0,"Winter","No Holiday"
4.66343909411207,4,5.6,55,0.4,1115,0,0,0,"Spring","No Holiday"
7.47533923656674,16,28.9,44,1.6,1998,2.2,0,0,"Summer","No Holiday"
7.00760061395185,7,27.6,71,1.2,2000,0.14,0,0,"Summer","No Holiday"
7.54486106865846,15,20.9,23,1.5,1892,1.87,0,0,"Autumn","No Holiday"
4.95582705760126,0,-6.5,63,1.5,1666,0,0,2,"Winter","No Holiday"
6.57646956904822,13,11.7,50,1.4,609,1.74,0,0,"Autumn","No Holiday"
3.36729582998647,5,17.8,98,1,457,0,0.5,0,"Spring","No Holiday"
7.05272104923232,16,20.7,36,3.6,811,1.82,0,0,"Spring","No Holiday"
7.68109900153636,17,27.2,35,1.7,2000,1.32,0,0,"Autumn","No Holiday"
2.39789527279837,5,2.2,97,2.9,362,0,0,0,"Spring","Holiday"
5.35658627467201,2,28.1,78,0.9,1191,0,0,0,"Summer","No Holiday"
6.80461452006262,1,19.2,57,0.8,1985,0,0,0,"Summer","No Holiday"
6.81234509417748,11,23.2,82,1.1,1991,0.47,0,0,"Summer","No Holiday"
5.12396397940326,4,6.2,71,1.1,2000,0,0,0,"Autumn","No Holiday"
7.45587668749182,15,25,13,4.1,2000,2.98,0,0,"Spring","No Holiday"
4.26267987704132,12,20.7,83,0.6,1244,0.32,0,0,"Summer","No Holiday"
5.35658627467201,13,-2.4,28,3,1953,2.35,0,0,"Winter","No Holiday"
4.49980967033027,4,5.3,82,1,200,0,0,0,"Spring","No Holiday"
6.60934924316738,6,18.9,53,0.3,1871,0.04,0,0,"Summer","No Holiday"
7.16394668434255,16,26.9,55,3.9,1909,0.54,0,0,"Autumn","No Holiday"
7.56475701290573,18,22.5,31,3.4,1953,0.79,0,0,"Spring","No Holiday"
7.03966034986208,13,20.8,23,1.7,1467,3.18,0,0,"Spring","No Holiday"
5.23110861685459,16,-2.1,27,4,2000,0.52,0,0,"Winter","No Holiday"
6.36647044773144,19,30,59,2.2,1970,0.01,0,0,"Summer","No Holiday"
6.82654522355659,22,12.8,52,1.5,1616,0,0,0,"Spring","No Holiday"
5.8348107370626,15,0.1,35,1.5,946,0.42,0,0,"Winter","No Holiday"
5.76832099579377,22,1.2,87,0.9,1802,0,0,0,"Spring","No Holiday"
5.49306144334055,0,1.6,86,1.7,1141,0,0,0,"Spring","No Holiday"
5.40267738187228,8,-5.4,56,0.7,1940,0.01,0,0,"Winter","No Holiday"
6.78332520060396,9,0.2,28,1.9,1932,0.57,0,0,"Autumn","No Holiday"
2.94443897916644,19,12.8,97,0.9,245,0,0,0,"Autumn","No Holiday"
6.21060007702465,22,2.8,74,2.1,469,0,0,0,"Spring","No Holiday"
7.3362856600213,15,29.8,24,2.9,1939,3,0,0,"Summer","No Holiday"
7.07749805356923,16,15.3,24,1.5,1534,2,0,0,"Spring","No Holiday"
5.52146091786225,11,-2.1,28,4.9,1887,0.87,0,0,"Winter","No Holiday"
7.16394668434255,15,24.6,57,1.8,1664,1.54,0,0,"Summer","No Holiday"
4.91998092582813,9,-4.1,30,0.5,2000,0.28,0,0,"Winter","No Holiday"
4.70953020131233,12,-14.4,30,2.7,1906,1.17,0,0.5,"Winter","No Holiday"
5.33271879326537,22,-0.3,32,0.7,2000,0,0,0,"Winter","No Holiday"
6.54965074223381,10,31.4,51,1.1,847,2.32,0,0,"Summer","No Holiday"
4.99043258677874,2,1.4,40,2.9,2000,0,0,0,"Spring","No Holiday"
6.58063913728495,9,23.4,52,1.3,1997,1.53,0,0,"Autumn","No Holiday"
6.69703424766648,14,10.1,58,0.9,605,0.43,0,0,"Autumn","No Holiday"
4.69134788222914,6,0.8,63,1,2000,0,0,0,"Spring","No Holiday"
5.79605775076537,16,1,34,2.9,2000,0.61,0,0,"Winter","No Holiday"
4.76217393479776,4,5.6,66,0.7,2000,0,0,0,"Autumn","No Holiday"
7.32974968904151,12,24.8,43,1.2,1943,3.27,0,0,"Summer","No Holiday"
5.42053499927229,2,13.8,70,1.3,1363,0,0,0,"Spring","No Holiday"
5.24174701505964,10,-7.7,43,0.9,1555,0.35,0,0,"Winter","No Holiday"
4.94875989037817,3,14.2,98,1.5,135,0,0.2,0,"Spring","No Holiday"
5.77144112313002,20,3.7,58,1.3,474,0,0,0,"Winter","No Holiday"
5.8348107370626,3,9.2,68,0.4,1538,0,0,0,"Autumn","No Holiday"
6.89365635460264,0,21,70,0.9,2000,0,0,0,"Summer","No Holiday"
5.23644196282995,10,1.4,81,2.1,255,0.21,0,0,"Winter","No Holiday"
7.5234813125735,21,21.7,58,1.3,1173,0,0,0,"Spring","No Holiday"
5.69035945432406,8,15.4,52,2.2,1985,0.49,0,0,"Autumn","Holiday"
5.18738580584075,11,-2.8,35,2.9,1984,0.87,0,0,"Winter","Holiday"
7.05012252026906,14,23.8,62,1.2,1282,1.91,0,0,"Summer","No Holiday"
6.07764224334903,2,20.7,76,0.3,920,0,0,0,"Summer","No Holiday"
7.71199650704767,18,20.9,77,0.6,2000,0.23,0,0,"Autumn","No Holiday"
6.88448665204278,9,29.4,64,2.3,1926,0.9,0,0,"Summer","No Holiday"
7.62217459481762,17,20.1,29,3.3,1840,1.78,0,0,"Spring","No Holiday"
6.03068526026126,16,6,58,0.7,732,0.19,0,0,"Winter","Holiday"
5.13579843705026,4,23.2,83,1.6,1102,0,0,0,"Summer","No Holiday"
5.85507192220243,3,21,76,0.7,1995,0,0,0,"Autumn","No Holiday"
7.54433210805369,15,29.6,40,2.5,1546,1.96,0,0,"Summer","No Holiday"
4.24849524204936,5,15,61,1.2,903,0,0,0,"Spring","No Holiday"
7.06902342657826,14,27.8,57,2.1,760,2.62,0,0,"Summer","No Holiday"
4.18965474202643,5,-7.6,49,1.3,2000,0,0,0,"Winter","No Holiday"
5.62401750618734,16,-6,40,4,2000,0.55,0,0,"Winter","No Holiday"
5.17614973257383,20,-11.6,49,1.8,1953,0,0,0,"Winter","No Holiday"
3.43398720448515,5,-6.3,65,3.9,1521,0,0,0.3,"Winter","No Holiday"
4.31748811353631,19,7.6,96,1.5,1309,0,1.5,0,"Spring","No Holiday"
7.34148385236316,7,19.9,74,1.7,683,0.21,0,0,"Summer","No Holiday"
4.23410650459726,4,4.4,44,3.1,2000,0,0,0,"Spring","No Holiday"
7.13966033596492,20,13.8,52,1.6,1088,0,0,0,"Autumn","No Holiday"
5.33271879326537,20,-8.9,41,2.3,2000,0,0,0,"Winter","No Holiday"
7.16549347506085,15,11.9,26,2.8,1338,2.34,0,0,"Spring","No Holiday"
7.80791662892641,20,25.3,32,2.2,1997,0.06,0,0,"Summer","No Holiday"
6.52209279817015,23,10.1,41,1.1,1509,0,0,0,"Spring","No Holiday"
7.61726781362835,19,24.1,56,2.5,2000,0.04,0,0,"Autumn","No Holiday"
5.98896141688986,8,2.4,44,4.3,1375,0.41,0,0,"Spring","No Holiday"
6.23048144757848,20,4.3,59,4.6,991,0,0,0,"Spring","No Holiday"
3.97029191355212,3,-0.3,31,0.3,2000,0,0,0,"Winter","No Holiday"
5.59098698051086,13,2.6,27,0.8,1120,0.82,0,0,"Winter","No Holiday"
6.95368421087054,12,16.5,17,3.3,1819,3.13,0,0,"Spring","No Holiday"
5.12989871492307,3,0.3,53,0.5,1748,0,0,0,"Winter","No Holiday"
1.38629436111989,8,4.6,91,1.7,95,0,0,0,"Winter","Holiday"
6.1463292576689,12,21.7,96,0.8,1773,0.81,1.5,0,"Spring","No Holiday"
6.05443934626937,22,3.5,41,2.8,2000,0,0,0,"Spring","No Holiday"
5.25749537202778,2,-0.9,84,0.6,230,0,0,0,"Winter","No Holiday"
5.73334127689775,8,27.5,95,0.7,404,0.14,1.6,0,"Summer","No Holiday"
5.5683445037611,12,-2.7,45,2.4,1707,1.05,0,0.4,"Winter","No Holiday"
7.06987412845857,17,9.5,34,5.7,2000,0.45,0,0,"Autumn","No Holiday"
3.04452243772342,21,14,96,4.1,292,0,18,0,"Autumn","No Holiday"
2.484906649788,9,15.4,97,0.8,413,0.18,1,0,"Spring","No Holiday"
3.61091791264422,5,-11.6,45,2.4,2000,0,0,0,"Winter","No Holiday"
6.35088571671474,14,19.3,83,2.3,2000,0.83,0.5,0,"Autumn","No Holiday"
7.02908756414966,7,10.1,63,0.7,1163,0.22,0,0,"Spring","No Holiday"
7.35627987655075,18,24.2,76,1.2,2000,0.12,0,0,"Autumn","No Holiday"
6.05678401322862,12,2.4,40,0.8,1809,1.05,0,0,"Winter","No Holiday"
5.39816270151775,6,14,87,0.8,1334,0.01,0,0,"Spring","No Holiday"
7.87853419614036,18,33,51,2.4,1566,1.23,0,0,"Summer","No Holiday"
6.20253551718792,10,14.7,62,2.9,684,1.59,0,0,"Spring","No Holiday"
5.23110861685459,14,-7.4,38,3.3,1718,1.15,0,0,"Winter","No Holiday"
4.0943445622221,3,2.3,48,0.8,1448,0,0,0,"Spring","No Holiday"
7.45182223652793,19,11.3,50,1.1,2000,0,0,0,"Autumn","No Holiday"
6.8501261661455,16,31.7,56,1.9,2000,0.92,0,0,"Summer","No Holiday"
4.7361984483945,4,10,64,1.5,2000,0,0,0,"Spring","No Holiday"
5.80513496891649,20,4.5,58,0.8,383,0,0,0,"Winter","No Holiday"
7.09174211509515,18,35,42,2.9,1953,1.26,0,0,"Summer","No Holiday"
7.7106533235012,20,24.6,51,1.7,2000,0.07,0,0,"Summer","No Holiday"
5.55295958492162,3,2.5,49,0.2,2000,0,0,0,"Autumn","No Holiday"
4.97673374242057,20,-2.1,38,2,2000,0,0,0,"Winter","Holiday"
5.93224518744801,21,4.1,55,1.2,1448,0,0,0,"Winter","No Holiday"
3.85014760171006,5,-11.3,53,1.6,1979,0,0,0,"Winter","No Holiday"
5.47646355193151,17,-10.6,38,3.5,2000,0.38,0,0.9,"Winter","No Holiday"
6.46769872610435,11,5.1,21,3.2,1965,1.63,0,0,"Autumn","No Holiday"
7.94129557090653,19,26.9,42,2.4,2000,0.62,0,0,"Summer","No Holiday"
7.24565506759454,12,16.6,36,0.7,1442,2.45,0,0,"Autumn","No Holiday"
7.56579328242851,21,24.5,78,1.2,2000,0,0,0,"Summer","No Holiday"
6.66949808985788,12,10.1,23,1.8,1745,1.82,0,0,"Autumn","No Holiday"
5.04985600724954,14,-0.7,33,2.7,1984,0.56,0,2.5,"Winter","No Holiday"
4.9416424226093,2,3.1,65,0.8,310,0,0,0,"Winter","No Holiday"
5.40717177146012,21,-6.3,48,2.2,1965,0,0,0,"Winter","No Holiday"
7.59337419312129,14,24.1,51,1.1,2000,1.58,0,0,"Summer","No Holiday"
6.50128967054039,13,34.3,54,2.2,1540,2.93,0,0,"Summer","No Holiday"
6.40522845803084,12,10.7,16,1.7,1657,2.56,0,0,"Spring","No Holiday"
5.15905529921453,11,-3.5,35,2.2,1742,0.87,0,2.5,"Winter","No Holiday"
5.42934562895444,7,6.4,84,1.3,369,0,0,0,"Autumn","No Holiday"
6.44571981938558,12,11.9,74,1.6,1801,1.84,0,0,"Autumn","No Holiday"
4.26267987704132,4,-5.3,53,2.4,1936,0,0,0,"Winter","No Holiday"
5.8636311755981,7,12.9,55,2.3,1952,0.29,0,0,"Spring","No Holiday"
6.3261494731551,16,31.6,73,3,1133,1.57,0,0,"Summer","No Holiday"
7.28344822875663,23,20.1,73,1.9,771,0,0,0,"Summer","No Holiday"
6.90875477931522,14,16.1,32,1.4,1703,1.8,0,0,"Autumn","No Holiday"
5.98393628068719,20,5.2,87,1.4,253,0,0,0,"Winter","No Holiday"
3.93182563272433,4,19.2,98,2.4,1965,0,19,0,"Spring","No Holiday"
4.31748811353631,18,7.6,96,2,660,0.04,0,0,"Spring","No Holiday"
5.4553211153577,4,21.2,83,0.6,2000,0,0.1,0,"Autumn","No Holiday"
6.05208916892442,11,7.6,54,1.6,430,2.06,0,0,"Spring","No Holiday"
7.21964204013074,15,25,28,2.2,2000,2.39,0,0,"Autumn","Holiday"
6.63856778916652,11,20.1,57,3,1929,1.29,0,0,"Autumn","Holiday"
6.53378883793334,11,31.5,51,2.1,1498,2.83,0,0,"Summer","No Holiday"
6.3818160174061,2,24.8,80,1.5,888,0,0,0,"Summer","No Holiday"
7.05444965813294,22,29,74,0.9,1652,0,0,0,"Summer","No Holiday"
4.70953020131233,3,15.6,81,1.2,628,0,0,0,"Spring","No Holiday"
7.26752542782817,16,22,31,2.7,2000,1.87,0,0,"Autumn","Holiday"
6.85751406254539,13,16.7,47,1.4,2000,3.24,0,0,"Spring","No Holiday"
5.63478960316925,9,-6.5,54,1.2,1541,0.22,0,0,"Winter","No Holiday"
5.77144112313002,10,1.1,83,0.7,311,0.41,0,0.7,"Winter","No Holiday"
5.84354441703136,7,14.3,89,0.6,1165,0.03,0,0,"Autumn","No Holiday"
6.32256523992728,11,8.2,45,2.4,1992,2.38,0,0,"Spring","No Holiday"
7.25629723969068,12,18.4,28,1.9,1690,2.33,0,0,"Autumn","No Holiday"
5.28826703069454,5,14.4,73,0.4,978,0,0,0,"Spring","No Holiday"
6.31535800152233,0,12.4,56,0.5,1028,0,0,0,"Spring","No Holiday"
6.91274282049318,14,31.3,58,3,1479,2.46,0,0,"Summer","No Holiday"
4.76217393479776,6,6.6,84,1.2,373,0,0,0,"Autumn","No Holiday"
6.0730445341004,1,4.9,26,2.6,992,0,0,0,"Autumn","No Holiday"
6.35957386867238,8,24.4,86,1.7,2000,0.13,0,0,"Summer","No Holiday"
3.49650756146648,10,15.8,89,1.8,742,0.18,1.5,0,"Autumn","No Holiday"
7.52617891334615,19,23.6,63,0.6,1956,0.19,0,0,"Summer","No Holiday"
5.85793315448346,17,-3.6,20,3.7,2000,0.23,0,0,"Winter","No Holiday"
6.85540879860993,22,13.3,71,2.1,581,0,0,0,"Spring","No Holiday"
3.58351893845611,5,-16.9,38,2.3,2000,0,0,0.5,"Winter","No Holiday"
4.45434729625351,5,-5.6,38,3.2,1974,0,0,0,"Winter","No Holiday"
3.85014760171006,4,-6.4,46,0.8,1993,0,0,0,"Winter","No Holiday"
4.97673374242057,4,11,69,0.6,1510,0,0,0,"Autumn","No Holiday"
5.46383180502561,17,2.4,17,3.1,1990,0.78,0,0,"Winter","Holiday"
7.1929342212158,23,20.7,63,0.8,1130,0,0,0,"Spring","No Holiday"
3.8286413964891,14,8,95,1.5,514,0.35,0,0,"Spring","No Holiday"
6.70318811324086,7,3.6,83,0.9,350,0,0,0,"Autumn","No Holiday"
5.12989871492307,23,-1,55,1.9,2000,0,0,0,"Winter","Holiday"
7.77148876011762,21,27.9,55,0.5,1083,0,0,0,"Summer","No Holiday"
5.51342874616498,23,-5.8,44,2.4,2000,0,0,0,"Winter","No Holiday"
5.73009978297357,20,3,61,1.9,842,0,0,0,"Winter","No Holiday"
7.06133436691044,10,21.8,46,0.9,1927,2.46,0,0,"Summer","No Holiday"
6.54678541076052,11,31.9,53,1.2,2000,2.33,0,0,"Summer","No Holiday"
7.29369772060144,16,31.3,32,3.2,1427,2.38,0,0,"Summer","No Holiday"
5.15905529921453,12,-3.7,66,1.1,1140,0.45,0.2,0.4,"Winter","No Holiday"
6.71901315438526,7,23.5,90,0.5,445,0.05,0.5,0,"Summer","No Holiday"
5.45958551414416,10,5.4,82,1.2,215,0.13,0,0,"Winter","No Holiday"
6.3491389913798,1,10,78,0.4,1669,0,0,0,"Autumn","No Holiday"
5.13579843705026,1,-9.8,48,0.8,2000,0,0,0,"Winter","No Holiday"
6.64639051484773,0,16.7,50,1.7,2000,0,0,0,"Autumn","No Holiday"
5.20948615284142,4,28,85,1,1079,0,0,0,"Summer","No Holiday"
2.77258872223978,9,11.8,95,1,168,0.14,3,0,"Spring","No Holiday"
6.56103066589657,0,7.9,53,0.9,2000,0,0,0,"Autumn","No Holiday"
6.7696419768525,12,14.1,59,3.9,1870,1.12,0,0,"Spring","No Holiday"
4.11087386417331,5,-5.7,28,1.2,2000,0,0,0,"Winter","No Holiday"
4.70048036579242,6,12.4,61,0.4,1131,0,0,0,"Spring","No Holiday"
6.00388706710654,14,8.6,63,1.6,263,0.72,0,0,"Winter","No Holiday"
